name|parent_id|complete_name|pms|faes|arancel_id|estimate_cost|level
CELULAR+ BLUETOOTH|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / CELULAR+ BLUETOOTH|PM-M2M|FAE-8|85176200|3,75|5
COMPACT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR / COMPACT|PM-M2M|FAE-8|84729080|7,25|5
EXPANSION I/O|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR / EXPANSION I/O|PM-M2M|FAE-8|84729080|7,25|5
INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|PM-M2M|FAE-8|84729080|7,25|4
LORAWAN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / LORAWAN|PM-M2M|FAE-8||7,25|5
CELULAR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / CELULAR|PM-M2M|FAE-8||7,25|5
BLUETOOTH|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / BLUETOOTH|PM-M2M|FAE-8||7,25|5
SIGFOX|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / SIGFOX|PM-M2M|FAE-8||7,25|5
IQRF|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / IQRF|PM-M2M|FAE-8||7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / INDOOR / OTRO|PM-M2M|FAE-8||7,25|5
OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|PM-M2M|FAE-8||7,25|4
LORAWAN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR / LORAWAN|PM-M2M|FAE-8||7,25|5
SIGFOX|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR / SIGFOX|PM-M2M|FAE-8||7,25|5
CELULAR + GNSS|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / CELULAR + GNSS|PM-M2M|FAE-8|85176200|3,75|5
IQRF|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR / IQRF|PM-M2M|FAE-8|85176200|7,25|5
CELULAR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR / CELULAR|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES / OUTDOOR / OTRO|PM-M2M|FAE-8||7,25|5
ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|PM-M2M|FAE-8||7,25|3
MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|PM-M2M|FAE-8||7,25|4
RS232|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / RS232|PM-M2M|FAE-8||7,25|5
RS485|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / RS485|PM-M2M|FAE-8||7,25|5
MODBUS RTU|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / MODBUS RTU|PM-M2M|FAE-8||7,25|5
MODBUS TCP|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / MODBUS TCP|PM-M2M|FAE-8||7,25|5
USB|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / USB|PM-M2M|FAE-8||7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRED / OTRO|PM-M2M|FAE-8||7,25|5
PERFILES DE ALUMINIO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / PERFILES DE ALUMINIO|PM-ILED|FAE-9|39259020|13,1|4
CELULAR+ GNSS + BLUETOOTH|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / CELULAR+ GNSS + BLUETOOTH|PM-M2M|FAE-8|85176200|3,75|5
MODULO REMOTO WIRELESS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS|PM-M2M|FAE-8|85176200|7,25|4
LORAWAN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS / LORAWAN|PM-M2M|FAE-8||7,25|5
CELULAR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS / CELULAR|PM-M2M|FAE-8|85176200|7,25|5
IQRF|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS / IQRF|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO WIRELESS / OTRO|PM-M2M|FAE-8|85176200|7,25|5
TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|PM-M2M|FAE-8|85176200|7,25|4
ISA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / ISA|PM-M2M|FAE-8||7,25|5
PCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / PCI|PM-M2M|FAE-8|84733080|7,25|5
PCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / PCIE|PM-M2M|FAE-8||7,25|5
MINIPCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / MINIPCI|PM-M2M|FAE-8||7,25|5
MINIPCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / MINIPCIE|PM-M2M|FAE-8||7,25|5
M.2|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / M.2|PM-M2M|FAE-8||7,25|5
LORA|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / LORA|PM-M2M|FAE-8|85176200|3,75|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / TARJETA EXPANSION / OTRO|PM-M2M|FAE-8|85176200|7,25|5
TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER|PM-M2M|FAE-8|85176200|7,25|4
VEHICLE TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER / VEHICLE TRACKER|PM-M2M|FAE-8|85176200|7,25|5
ASSET TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER / ASSET TRACKER|PM-M2M|FAE-8|85176200|7,25|5
PERSONAL TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / TRACKER / PERSONAL TRACKER|PM-M2M|FAE-8|85176200|7,25|5
BEACON|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON|PM-M2M|FAE-8|85176200|7,25|4
BLUETOOTH|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON / BLUETOOTH|PM-M2M|FAE-8|85176200|7,25|5
WIFI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON / WIFI|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS / BEACON / OTRO|PM-M2M|FAE-8|85176200|7,25|5
MODULO REMOTO IIOT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT|PM-M2M|FAE-8|85176200|7,25|4
WISE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT / WISE|PM-M2M|FAE-8|85176200|7,25|5
MQTT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT / MQTT|PM-M2M|FAE-8|85176200|7,25|5
SIGFOX|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / SIGFOX|PM-M2M|FAE-8|85176200|3,75|5
OPC UA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO IIOT / OPC UA|PM-M2M|FAE-8|85176200|7,25|5
MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|PM-M2M|FAE-8|85176200|7,25|4
PROFIBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / PROFIBUS|PM-M2M|FAE-8|85176200|7,25|5
PROFINET|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / PROFINET|PM-M2M|FAE-8|85176200|7,25|5
ETHERCAT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / ETHERCAT|PM-M2M|FAE-8|85176200|7,25|5
CAN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / CAN|PM-M2M|FAE-8|85176200|7,25|5
BACNET|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / BACNET|PM-M2M|FAE-8|85176200|7,25|5
OTROS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DE DATOS / MODULO REMOTO FIELDBUS / OTROS|PM-M2M|FAE-8|85176200|7,25|5
SIMPLE CON CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE CON CABLE|PM-M2M|FAE-8|85291030|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE CON CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE CON CABLE / STANDARD|PM-M2M|FAE-8|85291030|7,25|5
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE CON CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE CON CABLE / CUSTOM|PM-M2M|FAE-8|85291030|7,25|5
KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / KIT ANTENA+CABLE|PM-M2M|FAE-8|85291030|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / KIT ANTENA+CABLE / STANDARD|PM-M2M|FAE-8|85291030|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / OTRO|PM-M2M|FAE-8|85176200|3,75|5
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / KIT ANTENA+CABLE / CUSTOM|PM-M2M|FAE-8|85291030|7,25|5
KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / KIT ANTENA+CABLE|PM-M2M|FAE-8|85291030|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / KIT ANTENA+CABLE / STANDARD|PM-M2M|FAE-8|85291030|7,25|5
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / KIT ANTENA+CABLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / KIT ANTENA+CABLE / CUSTOM|PM-M2M|FAE-8|85291030|7,25|5
SERVICIO|COMUNICACIONES INDUSTRIALES / ANTENAS|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO|PM-M2M|FAE-8||7,25|3
MODIFICACI¾N|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO / MODIFICACI¾N|PM-M2M|FAE-8||7,25|4
DISE±O|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO / DISE±O|PM-M2M|FAE-8||7,25|4
ASESORAMIENTO|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO|COMUNICACIONES INDUSTRIALES / ANTENAS / SERVICIO / ASESORAMIENTO|PM-M2M|FAE-8||7,25|4
EQUIPO DEMO|COMUNICACIONES INDUSTRIALES / ANTENAS|COMUNICACIONES INDUSTRIALES / ANTENAS / EQUIPO DEMO|PM-M2M|FAE-8||7,25|3
KIT EVALUACION|COMUNICACIONES INDUSTRIALES / ANTENAS|COMUNICACIONES INDUSTRIALES / ANTENAS / KIT EVALUACION|PM-M2M|FAE-8|85176200|7,25|3
GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO|COMUNICACIONES INDUSTRIALES / M2M / MODULO / GEOLOCALIZACION|PM-M2M|FAE-8|85176200|3,75|4
GPS|COMUNICACIONES INDUSTRIALES / M2M / MODULO / GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / GEOLOCALIZACION / GPS|PM-M2M|FAE-8|85176200|3,75|5
GNSS|COMUNICACIONES INDUSTRIALES / M2M / MODULO / GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / GEOLOCALIZACION / GNSS|PM-M2M|FAE-8|85176200|3,75|5
TARJETA|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TARJETA|PM-M2M|FAE-8|85176200|3,75|4
COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TARJETA|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TARJETA / COMUNICACION|PM-M2M|FAE-8|85176200|3,75|5
GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TARJETA|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TARJETA / GEOLOCALIZACION|PM-M2M|FAE-8|85176200|3,75|5
TEA|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / TEA|PM-M2M|FAE-8|85176200|3,75|4
DRIVER LED TENSI¾N CONSTANTE|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / DRIVER LED TENSI¾N CONSTANTE|PM-M2M|FAE-8|85176200|13,1|4
CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|PM-M2M|FAE-8|85176200|3,75|4
2G|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / 2G|PM-M2M|FAE-8|85176200|3,75|5
3G|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / 3G|PM-M2M|FAE-8|85176200|3,75|5
4G|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / 4G|PM-M2M|FAE-8|85176200|3,75|5
NB-IOT|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / NB-IOT|PM-M2M|FAE-8|85176200|3,75|5
LTE CATM|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / LTE CATM|PM-M2M|FAE-8|85176200|3,75|5
5G|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR|COMUNICACIONES INDUSTRIALES / M2M / CHIP / CELULAR / 5G|PM-M2M|FAE-8|85176200|3,75|5
TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|PM-M2M|FAE-8|85176200|7,35|4
BUS PARALELO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / BUS PARALELO|PM-ILED|FAE-4|85312095|7,35|5
RGB|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / RGB|PM-ILED|FAE-9|85312095|7,35|5
LVDS|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / LVDS|PM-ILED|FAE-9|85312095|7,35|5
DRIVER LED CORRIENTE CONSTANTE|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / DRIVER LED CORRIENTE CONSTANTE|PM-ILED|FAE-9|85312095|13,1|4
SPI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / SPI|PM-ILED|FAE-9|85312095|7,35|5
MIPI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / MIPI|PM-ILED|FAE-4|85312095|7,35|5
VGA|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / VGA|PM-ILED|FAE-9|85312095|7,35|5
HDMI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / HDMI|PM-ILED|FAE-9|85312095|7,35|5
SMART|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT / SMART|PM-ILED|FAE-9|85312095|7,35|5
LCD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LCD|PM-ILED|FAE-9|85312095|7,35|4
GRAFICO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LCD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LCD / GRAFICO|PM-ILED|FAE-4|85312095|7,35|5
ALFANUMERICO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LCD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LCD / ALFANUMERICO|PM-ILED|FAE-9|85312095|7,35|5
OLED|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / OLED|PM-ILED|FAE-9|85312095|7,35|4
