name|parent_id|complete_name|pms|faes|arancel_id|estimate_cost|level
GESTIONADO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH / GESTIONADO|PM-M2M|FAE-8|85176200|7,25|5
FILTRO EMI|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / FILTRO EMI|PM-M2M|FAE-8|85176200|7,1|5
 FILTRO OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC /  FILTRO OTRO|PM-M2M|FAE-8|85176200|7,1|5
TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|PM-JUNIOR|FAE-9|84715000|13,1|2
COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|PM-JUNIOR|FAE-9|85176200|13,1|3
PUENTE RECTIFICADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / PUENTE RECTIFICADOR|PM-JUNIOR|FAE-9|85429000|13,1|4
DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|PM-ILED|FAE-9|85312095|7,35|3
LED|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LED|PM-ILED|FAE-9|85414010|7,35|4
COLESTÚRICO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / COLESTÚRICO|PM-ILED|FAE-9|85319000|7,35|4
COMPONENTE ELECTROMECANICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO|PM-ILED|FAE-9|85319000|13,1|3
SOLENOIDE|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / SOLENOIDE|PM-JUNIOR|FAE-9|85051100|13,1|4
MODEM|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM|PM-JUNIOR|FAE-9|85051100|7,25|4
2G|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 2G|PM-M2M|FAE-8|85176200|7,25|5
3G|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 3G|PM-M2M|FAE-8|85176200|7,25|5
4G|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 4G|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / OTRO|PM-M2M|FAE-8|85176200|7,25|5
NO GESTIONADO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH / NO GESTIONADO|PM-M2M|FAE-8|85176200|7,25|5
ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|PM-M2M|FAE-8|85176200|7,25|3
ANTENA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ANTENA|PM-M2M|FAE-8|85291030|7,25|4
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / OTRO|PM-JUNIOR|FAE-9||13,1|4
M2M|COMUNICACIONES INDUSTRIALES|COMUNICACIONES INDUSTRIALES / M2M|PM-M2M|FAE-8||3,75|2
ACCESORIO|COMUNICACIONES INDUSTRIALES / M2M|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO|PM-M2M|FAE-8||3,75|3
ZOCALO|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO / ZOCALO|PM-M2M|FAE-8|90271090|3,75|4
PLANAR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR|PM-M2M|FAE-8|90271090|7,1|3
TRANSFORMADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR / TRANSFORMADOR|PM-CGARCIA|FAE-9|85043180|7,1|4
INDUCTANCIA|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR / INDUCTANCIA|PM-CGARCIA|FAE-9|85043180|7,1|4
CARGADOR BATERIA|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / CARGADOR BATERIA|PM-CGARCIA|FAE-9|85043180|7,1|3
DISCRETO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO|PM-CGARCIA|FAE-9|85043180|7,1|3
REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR|PM-CGARCIA|FAE-9|85043180|7,1|4
LDO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR / LDO|PM-CGARCIA|FAE-9|85043180|7,1|5
DEVICE SERVER|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / DEVICE SERVER|PM-M2M|FAE-8|84733080|7,25|4
SWITCHING|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR / SWITCHING|PM-M2M|FAE-8|84733080|7,1|5
DRIVER DE MOTOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR|PM-M2M|FAE-8|84733080|7,1|4
PASO A PASO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR / PASO A PASO|PM-M2M|FAE-8|84733080|7,1|5
BRUSHLESS|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR / BRUSHLESS|PM-M2M|FAE-8|84733080|7,1|5
LI-ION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION|PM-M2M|FAE-8|84733080|7,1|4
BATERIA|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION / BATERIA|PM-M2M|FAE-8|84733080|7,1|5
PROTECCION BATERIA|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION / PROTECCION BATERIA|PM-CGARCIA|FAE-9|85043180|7,1|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO|PM-CGARCIA|FAE-9|85043180|7,1|4
E2PROM AUTOMOCION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO / E2PROM AUTOMOCION|PM-CGARCIA|FAE-9|85043180|7,1|5
RTC|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO / RTC|PM-CGARCIA|FAE-9|85043180|7,1|5
HIREL|SEMICONDUCTORES & ELECTROMECÁNICOS|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL|PM-CGARCIA|FAE-9|85412100|0,8|2
SEMICONDUCTOR POTENCIA|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA|PM-CGARCIA|FAE-9|85412100|0,8|3
MOSFET|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET|PM-CGARCIA|FAE-9|85412100|0,8|4
HERMETICO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET / HERMETICO|PM-CGARCIA|FAE-9|85411000|0,8|5
RAD HARD|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET / RAD HARD|PM-CGARCIA|FAE-9|85411000|0,8|5
TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|PM-CGARCIA|FAE-9|85411000|7,25|4
ISA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / ISA|PM-CGARCIA|FAE-9|85411000|7,25|5
DIODO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO|PM-CGARCIA|FAE-9|85411000|0,8|4
SHOTTKY|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO / SHOTTKY|PM-CGARCIA|FAE-9|85411000|0,8|5
RECTIFICADOR UR|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO / RECTIFICADOR UR|PM-CGARCIA|FAE-9|85411000|0,8|5
IGBT HERMETICO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / IGBT HERMETICO|PM-CGARCIA|FAE-9|85411000|0,8|4
SEMICONDUCTOR RF|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF|PM-CGARCIA|FAE-9|85411000|0,8|3
TRANSISTOR BIPOLAR|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF / TRANSISTOR BIPOLAR|PM-CGARCIA|FAE-9|85412100|0,8|4
DIODO MW|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF / DIODO MW|PM-CGARCIA|FAE-9|85411000|0,8|4
CIRCUITO INTEGRADO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO|PM-CGARCIA|FAE-9|85411000|0,8|3
MOSFET DRIVERS|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / MOSFET DRIVERS|PM-CGARCIA|FAE-9|85411000|0,8|4
REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR|PM-CGARCIA|FAE-9|85411000|0,8|4
RAD HARD SWITCHING|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR / RAD HARD SWITCHING|PM-CGARCIA|FAE-9|85411000|0,8|5
LDO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR / LDO|PM-CGARCIA|FAE-9|85411000|0,8|5
PCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / PCI|PM-M2M|FAE-8|84733080|7,25|5
RELE ESTADO SOLIDO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / RELE ESTADO SOLIDO|PM-M2M|FAE-8|84733080|0,8|4
CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC|PM-M2M|FAE-8|84733080|0,8|3
MODULO DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC|PM-M2M|FAE-8|84733080|0,8|4
RAD HARD|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC / RAD HARD|PM-M2M|FAE-8|84733080|0,8|5
HERMETICO|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC / HERMETICO|PM-M2M|FAE-8|84733080|0,8|5
FILTRO EMI|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / FILTRO EMI|PM-M2M|FAE-8|84733080|0,8|4
INDUSTRIAL IOT||INDUSTRIAL IOT||||0|1
EQUIPOS IOT|INDUSTRIAL IOT|INDUSTRIAL IOT / EQUIPOS IOT|PM-IOT|FAE-8||7,25|2
GATEWAY|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / GATEWAY|PM-IOT|FAE-8|85176200|7,25|3
ACCESORIO|COMUNICACIONES INDUSTRIALES / ANTENAS|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO|PM-IOT|FAE-8|85176200|7,25|3
ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|PM-IOT|FAE-8|85176200|7,25|3
TARJETA EXPANSION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / TARJETA EXPANSION|PM-IOT|FAE-8|85176200|7,25|4
ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|PM-IOT|FAE-8|85176200|7,25|4
FUENTE INTERNA AC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE INTERNA AC/DC|PM-IOT|FAE-8|85176200|7,25|5
CONVERTIDOR INTERNO DC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / CONVERTIDOR INTERNO DC/DC|PM-IOT|FAE-8|85176200|7,25|5
LßMPARAS|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / LßMPARAS|PM-IOT|FAE-8|85176200|13,1|4
PCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / PCIE|PM-M2M|FAE-8|84733080|7,25|5
FUENTE EXTERNA|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE EXTERNA|PM-M2M|FAE-8|84733080|7,25|5
FUENTE CARRIL DIN|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE CARRIL DIN|PM-M2M|FAE-8|84733080|7,25|5
CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / CABLE|PM-IOT|FAE-8|85176200|7,25|5
SOFTWARE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / SOFTWARE|PM-IOT|FAE-8|85176200|7,25|4
OTRO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / OTRO|PM-IOT|FAE-8|85176200|7,25|4
TODAS||TODAS||||0|1
REPARACIONES DMA|TODAS|TODAS / REPARACIONES DMA|PM-IOT|FAE-8|85176200|6,35|2
REPARACION DMA|TODAS / REPARACIONES DMA|TODAS / REPARACIONES DMA / REPARACION DMA|V-SAT|FAE-4|84733080|6,35|3
PRODUCTO|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO|V-SAT|FAE-4|84733080|7,25|3
PRUEBA DE CONCEPTO|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO / PRUEBA DE CONCEPTO|V-SAT|FAE-4|84733080|7,25|4
TARJETA EXPANSION|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION|V-SAT|FAE-4|84733080|7,25|3
SHIELD|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION / SHIELD|V-SAT|FAE-4|84733080|7,25|4
TARJETA PROTOTIPADO|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION / TARJETA PROTOTIPADO|V-SAT|FAE-4|84733080|7,25|4
MINIPCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / MINIPCI|PM-M2M|FAE-8|84733080|7,25|5
ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION|PM-M2M|FAE-8|84733080|7,25|3
FUENTE AC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC|PM-M2M|FAE-8|84733080|7,25|4
EXTERNA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC / EXTERNA|PM-M2M|FAE-8|84733080|7,25|5
CARRIL DIN|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC / CARRIL DIN|PM-M2M|FAE-8|84733080|7,25|5
SERVICIOS IOT|INDUSTRIAL IOT|INDUSTRIAL IOT / SERVICIOS IOT|PM-IOT|FAE-8||0|2
SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|PM-IOT|FAE-8||0|3
HARDWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE|PM-IOT|FAE-8||0|4
DISE±O|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE / DISE±O|PM-IOT|FAE-8||0|5
FABRICACION|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE / FABRICACION|PM-IOT|FAE-8||0|5
FIRMWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / FIRMWARE|PM-IOT|FAE-8||0|4
SOFTWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / SOFTWARE|PM-IOT|FAE-8||0|4
IMPRESION 3D|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / IMPRESION 3D|PM-IOT|FAE-8||0|4
DISIPADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR|PM-IOT|FAE-8||6,35|4
CON VENTILADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR / CON VENTILADOR|PM-RRELATS|FAE-4|84733080|6,35|5
MINIPCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / MINIPCIE|PM-M2M|FAE-8|84733080|7,25|5
SIN VENTILADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR / SIN VENTILADOR|PM-RRELATS|FAE-4|84733080|6,35|5
PROCESADOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / PROCESADOR|PM-RRELATS|FAE-4|85423190|6,35|4
INTEGRACION DE SISTEMAS|HARDWARE INDUSTRIAL|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS|PM-RRELATS|FAE-4||6,35|2
EQUIPO CHASIS STANDARD (TIPO PA)|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / EQUIPO CHASIS STANDARD (TIPO PA)|PM-RRELATS|FAE-4||6,35|3
EQUIPO CHASIS CON PANTALLA (TIPO PB)|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / EQUIPO CHASIS CON PANTALLA (TIPO PB)|PM-RRELATS|FAE-4|84733080|6,35|3
CONJUNTO KIT INDUSTRIAL (TIPO PD)|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS|HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / CONJUNTO KIT INDUSTRIAL (TIPO PD)|PM-RRELATS|FAE-4|84733080|6,35|3
EQUIPOS DE SISTEMAS|HARDWARE INDUSTRIAL|HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS|PM-M2M|FAE-8||6,35|2
