"name"|"parent_id"|"complete_name"|"pms"|"faes"|"arancel_id"|"logistics_cost"|"level"
"PC-104"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / PC-104"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PANELES"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / PANELES"|"Aina Servent"|"Sergi Gomis"|"85437090"|"13,1"|"4"
"PCI-104"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / PCI-104"|"Aina Servent"|"Sergi Gomis"|"85437090"|"6,35"|"5"
"PICO-ITX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / PICO-ITX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"NANO-ITX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / NANO-ITX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MINI-ITX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / MINI-ITX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"NUC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / NUC"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / EMBEDDED / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MOTHERBOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"MICRO-ATX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD / MICRO-ATX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ATX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD / ATX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"FULL SIZE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD / FULL SIZE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"HALF SIZE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / MOTHERBOARD / HALF SIZE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ETIQUETA"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / ETIQUETA"|"Roger Relats"|"Rubén Pérez"|"84733080"|"13,1"|"4"
"COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"COM EXPRESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / COM EXPRESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ETX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / ETX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"XTX"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / XTX"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"QSEVEN"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / QSEVEN"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"SMARC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / SMARC"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"BASE BOARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / BASE BOARD"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PLACA CPU / COMPUTER ON MODULE / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"EQUIPO PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / EMBEDDED"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / EMBEDDED / FANLESS"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"5"
"NO FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / EMBEDDED / NO FANLESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PERFILES Y ACCESORIOS"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / PERFILES Y ACCESORIOS"|"Aina Servent"|"Sergi Gomis"|"39259020"|"13,1"|"4"
"MONOCHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / MONOCHASIS"|"Aina Servent"|"Sergi Gomis"|"39259020"|"6,35"|"4"
"FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / MONOCHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / MONOCHASIS / FANLESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"NO FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / MONOCHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / MONOCHASIS / NO FANLESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"RACK 19"""|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / EQUIPO PC / RACK 19"""|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"4"
"PANEL PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"3"
"OPEN FRAME"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / OPEN FRAME"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"4"
"FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / OPEN FRAME"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / OPEN FRAME / FANLESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"NO FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / OPEN FRAME"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / OPEN FRAME / NO FANLESS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"FRAMED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / FRAMED"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"4"
"FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / FRAMED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / FRAMED / FANLESS"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"5"
"NO FANLESS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / FRAMED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / FRAMED / NO FANLESS"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"5"
"RACK 19"""|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PANEL PC / RACK 19"""|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"4"
"CHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS"|"Roger Relats"|"Rubén Pérez"|"84713000"|"6,35"|"3"
"CONTROL"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / CONTROL"|"Aina Servent"|"Sergi Gomis"|"84733080"|"13,1"|"4"
"STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"Aina Servent"|"Sergi Gomis"|"84733080"|"6,35"|"4"
"EMBEDDED"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD / EMBEDDED"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MONOCHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD / MONOCHASIS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"RACK 19"""|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD / RACK 19"""|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MONITOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD / MONITOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ACCESORIO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / STANDARD / ACCESORIO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"A MEDIDA"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / A MEDIDA"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"CHASIS"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / A MEDIDA"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / A MEDIDA / CHASIS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ACCESORIO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / A MEDIDA"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / CHASIS / A MEDIDA / ACCESORIO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"TRADE SISTEMAS"|"HARDWARE INDUSTRIAL"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"2"
"PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"DISCO DURO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO / DISCO DURO"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"ALIMENTACIÓN"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / ALIMENTACIÓN"|"Aina Servent"|"Sergi Gomis"|"85043180"|"13,1"|"4"
"FLASH"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO / FLASH"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"ADAPTADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO / ADAPTADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"CABLE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALMACENAMIENTO / CABLE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MEMORIA RAM"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / MEMORIA RAM"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"DIMM"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / MEMORIA RAM"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / MEMORIA RAM / DIMM"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"SODIMM"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / MEMORIA RAM"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / MEMORIA RAM / SODIMM"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"PROCESADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PROCESADOR"|"Roger Relats"|"Rubén Pérez"|"85423190"|"6,35"|"4"
"BACKPLANE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE"|"Roger Relats"|"Rubén Pérez"|"85423190"|"6,35"|"4"
"PICMG 1.0"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE / PICMG 1.0"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PICMG 1.3"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE / PICMG 1.3"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"RISER CARD"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / BACKPLANE / RISER CARD"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"ISA"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / ISA"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PRODUCTO ESPECIAL"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / PRODUCTO ESPECIAL"|"Aina Servent"|"Sergi Gomis"|"94054039"|"13,1"|"4"
"PCI"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / PCI"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PCIE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / PCIE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MINIPCI"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / MINIPCI"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"MINIPCIE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / MINIPCIE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"M.2"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / M.2"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TARJETA EXPANSION / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"DISIPADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / DISIPADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"CON VENTILADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / DISIPADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / DISIPADOR / CON VENTILADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"SIN VENTILADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / DISIPADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / DISIPADOR / SIN VENTILADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"CABLE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"PUERTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE / PUERTO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"TIRMS"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / TIRMS"|"Roger Relats"|"Rubén Pérez"|"84733080"|"13,1"|"4"
"ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"FUENTE INTERNA AC/DC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / FUENTE INTERNA AC/DC"|"Roger Relats"|"Rubén Pérez"|"85043180"|"6,35"|"5"
"CONVERTIDOR INTERNO DC/DC"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / CONVERTIDOR INTERNO DC/DC"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"FUENTE EXTERNA"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / FUENTE EXTERNA"|"Roger Relats"|"Rubén Pérez"|"85043180"|"6,35"|"5"
"FUENTE CARRIL DIN"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / FUENTE CARRIL DIN"|"Roger Relats"|"Rubén Pérez"|"85043180"|"6,35"|"5"
"SAI"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / SAI"|"Roger Relats"|"Rubén Pérez"|"85043180"|"6,35"|"5"
"CABLE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / ALIMENTACION / CABLE"|"Roger Relats"|"Rubén Pérez"|"85444290"|"6,35"|"5"
"SOFTWARE"|"HARDWARE INDUSTRIAL"|"HARDWARE INDUSTRIAL / SOFTWARE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"0,1"|"2"
"SISTEMA OPERATIVO"|"HARDWARE INDUSTRIAL / SOFTWARE"|"HARDWARE INDUSTRIAL / SOFTWARE / SISTEMA OPERATIVO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"0,1"|"3"
"APLICACION"|"HARDWARE INDUSTRIAL / SOFTWARE"|"HARDWARE INDUSTRIAL / SOFTWARE / APLICACION"|"Roger Relats"|"Rubén Pérez"|"84733080"|"0,1"|"3"
"SISTEMAS RUGGED"|"HARDWARE INDUSTRIAL"|"HARDWARE INDUSTRIAL / SISTEMAS RUGGED"|"Roger Relats"|"Rubén Pérez"|"84733080"|"5,1"|"2"
"COLLINGWOOD"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / COLLINGWOOD"|"Aina Servent"|"Sergi Gomis"|"85437090"|"13,1"|"4"
