"name"|"parent_id"|"complete_name"|"pms"|"faes"|"arancel_id"|"logistics_cost"|"level"
"SHIELD"|"INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION"|"INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION / SHIELD"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"TARJETA PROTOTIPADO"|"INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION"|"INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION / TARJETA PROTOTIPADO"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"3"
"FUENTE AC/DC"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"EXTERNA"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC / EXTERNA"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"5"
"CARRIL DIN"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC"|"INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / FUENTE AC/DC / CARRIL DIN"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"5"
"SERVICIOS IOT"|"INDUSTRIAL IOT"|"INDUSTRIAL IOT / SERVICIOS IOT"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"2"
"SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"3"
"HARDWARE"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"4"
"DISEÑO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE / DISEÑO"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"5"
"FABRICACION"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE / FABRICACION"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"5"
"FIRMWARE"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / FIRMWARE"|"David Ruiz"|"Rubén Pérez"|"84733080"|"0"|"4"
"MINIPCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / MINIPCIE"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"SOFTWARE"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / SOFTWARE"|"Anna Teotino"|"Anna Teotino"|"84729080"|"0"|"4"
"IMPRESION 3D"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / IMPRESION 3D"|"Anna Teotino"|"Anna Teotino"|"84729080"|"0"|"4"
"DISIPADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR"|"Anna Teotino"|"Anna Teotino"|"84729080"|"6,35"|"4"
"CON VENTILADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR / CON VENTILADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"SIN VENTILADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / DISIPADOR / SIN VENTILADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"PROCESADOR"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / PROCESADOR"|"Roger Relats"|"Rubén Pérez"|"85423190"|"6,35"|"4"
"INTEGRACION DE SISTEMAS"|"HARDWARE INDUSTRIAL"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS"|"Roger Relats"|"Rubén Pérez"|"85423190"|"6,35"|"2"
"EQUIPO CHASIS STANDARD (TIPO PA)"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / EQUIPO CHASIS STANDARD (TIPO PA)"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"M.2"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / M.2"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"EQUIPO CHASIS CON PANTALLA (TIPO PB)"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / EQUIPO CHASIS CON PANTALLA (TIPO PB)"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"CONJUNTO KIT INDUSTRIAL (TIPO PD)"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS"|"HARDWARE INDUSTRIAL / INTEGRACION DE SISTEMAS / CONJUNTO KIT INDUSTRIAL (TIPO PD)"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"EQUIPOS DE SISTEMAS"|"HARDWARE INDUSTRIAL"|"HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS"|"Roger Relats"|"Rubén Pérez"|"85285900"|"6,35"|"2"
"EQUIPO CHASIS A MEDIDA (TIPO PC)"|"HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS"|"HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS / EQUIPO CHASIS A MEDIDA (TIPO PC)"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"ALIMENTACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION"|"Roger Relats"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"FUENTE EXTERNA"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / FUENTE EXTERNA"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"FUENTE CARRIL DIN"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / FUENTE CARRIL DIN"|"Anna Teotino"|"Anna Teotino"|"85043180"|"7,25"|"5"
"CABLE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / CABLE"|"Anna Teotino"|"Anna Teotino"|"85043180"|"7,25"|"5"
"OTRO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / OTRO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"OTRO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / OTRO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"CHASIS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"4"
"WALL MOUNT"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS / WALL MOUNT"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"CARRIL DIN"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS / CARRIL DIN"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"INTEGRACION DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,35"|"2"
"MONITOR STANDARD"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,35"|"3"
"EQUIPOS DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,35"|"2"
"MONITOR CHASIS A MEDIDA"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"3"
"OPEN FRAME"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / OPEN FRAME"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"4"
"FRAMED"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / FRAMED"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"4"
"KIT"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"4"
"TFT+TOUCH"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"5"
"TFT+TOUCH+CABLE LVDS"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH+CABLE LVDS"|"Roger Relats"|"Rubén Pérez"|"85285210"|"7,35"|"5"
"CONVERSOR DE MEDIO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / CONVERSOR DE MEDIO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"4"
"TFT+TOUCH+CONTROLADORA"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT"|"SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH+CONTROLADORA"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"5"
"OPEN FRAME"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA / OPEN FRAME"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"4"
"FRAMED"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA"|"SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA / FRAMED"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,35"|"4"
"CHASIS"|"INDUSTRIAL IOT / SERVICIOS IOT"|"INDUSTRIAL IOT / SERVICIOS IOT / CHASIS"|"Aina Servent"|"Sergi Gomis"|"85285210"|"0"|"3"
"CHASIS 3D"|"INDUSTRIAL IOT / SERVICIOS IOT / CHASIS"|"INDUSTRIAL IOT / SERVICIOS IOT / CHASIS / CHASIS 3D"|"Aina Servent"|"Sergi Gomis"|"85285210"|"0"|"4"
"INFORME"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO"|"INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / INFORME"|"Aina Servent"|"Sergi Gomis"|"85285210"|"0"|"4"
"TARJETA EXPANSION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"3"
"COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"4"
"ISA"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / ISA"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"5"
"PCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / PCI"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"5"
"PCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / PCIE"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"5"
"MINIPCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / MINIPCI"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"5"
"MINIPCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / MINIPCIE"|"Aina Servent"|"Sergi Gomis"|"85285210"|"7,25"|"5"
"SIMPLE FIJA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"4"
"STANDARD"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA / STANDARD"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"M.2"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / M.2"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"OTRO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / OTRO"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"4"
"ISA"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / ISA"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"PCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / PCI"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"PCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / PCIE"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"MINIPCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / MINIPCI"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"MINIPCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / MINIPCIE"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"M.2"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / M.2"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"OTRO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / OTRO"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"MEMORIA RAM"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM"|"Anna Teotino"|"Anna Teotino"|"85291030"|"6,35"|"4"
"DIMM"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM / DIMM"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"CUSTOM"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA / CUSTOM"|"Roger Relats"|"Rubén Pérez"|"85423269"|"7,25"|"5"
"SODIMM"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM / SODIMM"|"Roger Relats"|"Rubén Pérez"|"85423269"|"6,35"|"5"
"KIT EVALUACION"|"COMUNICACIONES INDUSTRIALES / M2M"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION"|"Roger Relats"|"Rubén Pérez"|"85423269"|"3,75"|"3"
"STARTER KIT"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT"|"Roger Relats"|"Rubén Pérez"|"85423269"|"3,75"|"4"
"COMUNICACION"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT / COMUNICACION"|"Anna Teotino"|"Anna Teotino"|"85176200"|"3,75"|"5"
"GEOLOCALIZACION"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT"|"COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT / GEOLOCALIZACION"|"Anna Teotino"|"Anna Teotino"|"85176200"|"3,75"|"5"
"ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"6,35"|"4"
"DISCO DURO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / DISCO DURO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"FLASH"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / FLASH"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"ADAPTADOR"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / ADAPTADOR"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"CABLE"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / CABLE"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"CABLE ANTENA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA"|"Anna Teotino"|"Anna Teotino"|"85444290"|"7,25"|"4"
"STANDARD"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA / STANDARD"|"Anna Teotino"|"Anna Teotino"|"85444290"|"7,25"|"5"
"CUSTOM"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA / CUSTOM"|"Anna Teotino"|"Anna Teotino"|"85444290"|"7,25"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO"|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"COMBINADA CON CABLES"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES"|"Roger Relats"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"STANDARD"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES / STANDARD"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"5"
"CABLE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE"|"Anna Teotino"|"Anna Teotino"|"85291030"|"6,35"|"4"
"PUERTO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE / PUERTO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"5"
"OTRO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE / OTRO"|"Roger Relats"|"Rubén Pérez"|"85444290"|"6,35"|"5"
"TOOLING"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TOOLING"|"Roger Relats"|"Rubén Pérez"|"85444290"|"7,35"|"4"
"OTRO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO"|"HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / OTRO"|"Roger Relats"|"Rubén Pérez"|"84733080"|"6,35"|"4"
"ALIMENTACION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION"|"Roger Relats"|"Rubén Pérez"|"84733080"|"13,1"|"3"
"ACCESORIO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / ACCESORIO"|"Ramón García"|"Sergi Gomis"|"85312095"|"13,1"|"4"
