name|parent_id|complete_name
EQUIPOS DE CONTROL PARA SMART BUILDINGS|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS / EQUIPOS DE CONTROL PARA SMART BUILDINGS
EQUIPOS Y SOLUCIONES PARA TRANSPORTE FERROVIARIO|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE FERROVIARIO|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE FERROVIARIO / EQUIPOS Y SOLUCIONES PARA TRANSPORTE FERROVIARIO
TRANSPORTE MARITIMO|TRANSPORTE Y LOGISTICA / TRANSPORTE|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE MARITIMO
EQUIPOS Y SOLUCIONES PARA TRANSPORTE MARITIMO|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE MARITIMO|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE MARITIMO / EQUIPOS Y SOLUCIONES PARA TRANSPORTE MARITIMO
EQUIPOS Y SOLUCIONES PARA TRANSPORTE TERRESTRE|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE TERRESTRE|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE TERRESTRE / EQUIPOS Y SOLUCIONES PARA TRANSPORTE TERRESTRE
EQUIPOS Y SOLUCIONES PARA VEHÍCULO ELÉCTRICO|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE TERRESTRE|TRANSPORTE Y LOGISTICA / TRANSPORTE / TRANSPORTE TERRESTRE / EQUIPOS Y SOLUCIONES PARA VEHÍCULO ELÉCTRICO
SERVICIOS DE COMIDAS Y BEBIDAS|HOSTELERÍA|HOSTELERÍA / SERVICIOS DE COMIDAS Y BEBIDAS
ESTABLECIMIENTOS DE BEBIDAS|HOSTELERÍA / SERVICIOS DE COMIDAS Y BEBIDAS|HOSTELERÍA / SERVICIOS DE COMIDAS Y BEBIDAS / ESTABLECIMIENTOS DE BEBIDAS
ESTABLECIMIENTOS DE BEBIDAS|HOSTELERÍA / SERVICIOS DE COMIDAS Y BEBIDAS / ESTABLECIMIENTOS DE BEBIDAS|HOSTELERÍA / SERVICIOS DE COMIDAS Y BEBIDAS / ESTABLECIMIENTOS DE BEBIDAS / ESTABLECIMIENTOS DE BEBIDAS
METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC
FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO
ESTIRADO EN FRÍO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO / ESTIRADO EN FRÍO
ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / PUBLICIDAD Y ESTUDIOS DE MERCADO|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / PUBLICIDAD Y ESTUDIOS DE MERCADO / ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA
ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / PUBLICIDAD Y ESTUDIOS DE MERCADO / ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / PUBLICIDAD Y ESTUDIOS DE MERCADO / ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA / ESTUDIO DE MERCADO Y REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA
EVALUACIÓN DE RIESGOS Y DAÑOS|ACTIVIDADES FINANCIERAS Y DE SEGUROS / ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS / ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS / ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES / EVALUACIÓN DE RIESGOS Y DAÑOS
EXPLOTACIÓN DE CABALLOS Y OTROS EQUINOS|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE CABALLOS Y OTROS EQUINOS
EXPLOTACIÓN DE CAMELLOS Y OTROS CAMÉLIDOS|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE CAMELLOS Y OTROS CAMÉLIDOS
EXPLOTACIÓN DE GANADO BOVINO PARA LA PRODUCCIÓN DE LECHE|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE GANADO BOVINO PARA LA PRODUCCIÓN DE LECHE
EXPLOTACIÓN DE GANADO OVINO Y CAPRINO|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE GANADO OVINO Y CAPRINO
EXPLOTACIÓN DE GANADO PORCINO|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE GANADO PORCINO
SILVICULTURA Y EXPLOTACIÓN FORESTAL|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / SILVICULTURA Y EXPLOTACIÓN FORESTAL
EXPLOTACIÓN DE LA MADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / SILVICULTURA Y EXPLOTACIÓN FORESTAL|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / SILVICULTURA Y EXPLOTACIÓN FORESTAL / EXPLOTACIÓN DE LA MADERA
EXPLOTACIÓN DE LA MADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / SILVICULTURA Y EXPLOTACIÓN FORESTAL / EXPLOTACIÓN DE LA MADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / SILVICULTURA Y EXPLOTACIÓN FORESTAL / EXPLOTACIÓN DE LA MADERA / EXPLOTACIÓN DE LA MADERA
EXPLOTACIÓN DE OTRO GANADO BOVINO Y BÚFALOS|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA|AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA / AGRICULTURA, GANADERÍA, CAZA Y SERVICIOS RELACIONA / PRODUCCIÓN GANADERA / EXPLOTACIÓN DE OTRO GANADO BOVINO Y BÚFALOS
EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO|INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO
EXTRACCIÓN DE ANTRACITA Y HULLA|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE ANTRACITA Y HULLA
EXTRACCIÓN DE ANTRACITA Y HULLA|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE ANTRACITA Y HULLA|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE ANTRACITA Y HULLA / EXTRACCIÓN DE ANTRACITA Y HULLA
EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL|INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL
EXTRACCIÓN DE CRUDO DE PETRÓLEO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE CRUDO DE PETRÓLEO
EXTRACCIÓN DE CRUDO DE PETRÓLEO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE CRUDO DE PETRÓLEO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE CRUDO DE PETRÓLEO / EXTRACCIÓN DE CRUDO DE PETRÓLEO
EXTRACCIÓN DE GAS NATURAL|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE GAS NATURAL
EXTRACCIÓN DE GAS NATURAL|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE GAS NATURAL|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL / EXTRACCIÓN DE GAS NATURAL / EXTRACCIÓN DE GAS NATURAL
OTRAS INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS
EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA
EXTRACCIÓN DE GRAVAS Y ARENAS; EXTRACCIÓN DE ARCILLA Y CAOLÍN|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA / EXTRACCIÓN DE GRAVAS Y ARENAS; EXTRACCIÓN DE ARCILLA Y CAOLÍN
EXTRACCIÓN DE LIGNITO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE LIGNITO
EXTRACCIÓN DE LIGNITO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE LIGNITO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE ANTRACITA, HULLA Y LIGNITO / EXTRACCIÓN DE LIGNITO / EXTRACCIÓN DE LIGNITO
EXTRACCIÓN DE MINERALES METÁLICOS|INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS
EXTRACCIÓN DE MINERALES DE HIERRO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES DE HIERRO
EXTRACCIÓN DE MINERALES DE HIERRO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES DE HIERRO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES DE HIERRO / EXTRACCIÓN DE MINERALES DE HIERRO
EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS
EXTRACCIÓN DE MINERALES DE URANIO Y TORIO|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS / EXTRACCIÓN DE MINERALES DE URANIO Y TORIO
INDUSTRIAS EXTRACTIVAS N.C.O.P.|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P.
EXTRACCIÓN DE MINERALES PARA PRODUCTOS QUÍMICOS Y FERTILIZANTES|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P.|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P. / EXTRACCIÓN DE MINERALES PARA PRODUCTOS QUÍMICOS Y FERTILIZANTES
EXTRACCIÓN DE OTROS MINERALES METÁLICOS NO FÉRREOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS|INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE MINERALES METÁLICOS / EXTRACCIÓN DE MINERALES METÁLICOS NO FÉRREOS / EXTRACCIÓN DE OTROS MINERALES METÁLICOS NO FÉRREOS
EXTRACCIÓN DE PIEDRA ORNAMENTAL Y PARA LA CONSTRUCCIÓN, PIEDRA CALIZA, YESO, CRETA Y PIZARRA|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA / EXTRACCIÓN DE PIEDRA ORNAMENTAL Y PARA LA CONSTRUCCIÓN, PIEDRA CALIZA, YESO, CRETA Y PIZARRA
EXTRACCIÓN DE SAL|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P.|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P. / EXTRACCIÓN DE SAL
EXTRACCIÓN DE TURBA|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P.|INDUSTRIAS EXTRACTIVAS / OTRAS INDUSTRIAS EXTRACTIVAS / INDUSTRIAS EXTRACTIVAS N.C.O.P. / EXTRACCIÓN DE TURBA
FABRICACIÓN DE ACEITES Y GRASAS VEGETALES Y ANIMALES|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE ACEITES Y GRASAS VEGETALES Y ANIMALES
FABRICACIÓN DE ACEITE DE OLIVA|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE ACEITES Y GRASAS VEGETALES Y ANIMALES|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE ACEITES Y GRASAS VEGETALES Y ANIMALES / FABRICACIÓN DE ACEITE DE OLIVA
INDUSTRIA QUÍMICA|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / INDUSTRIA QUÍMICA
FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|INDUSTRIA MANUFACTURERA / INDUSTRIA QUÍMICA|INDUSTRIA MANUFACTURERA / INDUSTRIA QUÍMICA / FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS
FABRICACIÓN DE ACEITES ESENCIALES|INDUSTRIA MANUFACTURERA / INDUSTRIA QUÍMICA / FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS|INDUSTRIA MANUFACTURERA / INDUSTRIA QUÍMICA / FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS / FABRICACIÓN DE ACEITES ESENCIALES
FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS
FABRICACIÓN DE AISLADORES Y PIEZAS AISLANTES DE MATERIAL CERÁMICO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS / FABRICACIÓN DE AISLADORES Y PIEZAS AISLANTES DE MATERIAL CERÁMICO
FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL / FABRICACIÓN DE OTROS PRODUCTOS TEXTILES
FABRICACIÓN DE ALFOMBRAS Y MOQUETAS|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL / FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL / FABRICACIÓN DE OTROS PRODUCTOS TEXTILES / FABRICACIÓN DE ALFOMBRAS Y MOQUETAS
FABRICACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS AMILÁCEOS|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS AMILÁCEOS
FABRICACIÓN DE ALMIDONES Y PRODUCTOS AMILÁCEOS|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS AMILÁCEOS|INDUSTRIA MANUFACTURERA / INDUSTRIA DE LA ALIMENTACIÓN / FABRICACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS AMILÁCEOS / FABRICACIÓN DE ALMIDONES Y PRODUCTOS AMILÁCEOS
FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO
FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, Y DE APARATOS DE DISTRIBUCIÓN Y CO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, Y DE APARATOS DE DISTRIBUCIÓN Y CO
FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL ELÉCTRICO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, Y DE APARATOS DE DISTRIBUCIÓN Y CO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, Y DE APARATOS DE DISTRIBUCIÓN Y CO / FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL ELÉCTRICO
FABRICACIÓN DE APARATOS DOMÉSTICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE APARATOS DOMÉSTICOS
FABRICACIÓN DE APARATOS DOMÉSTICOS NO ELÉCTRICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE APARATOS DOMÉSTICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO / FABRICACIÓN DE APARATOS DOMÉSTICOS / FABRICACIÓN DE APARATOS DOMÉSTICOS NO ELÉCTRICOS
FABRICACIÓN DE APARATOS SANITARIOS CERÁMICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS / FABRICACIÓN DE APARATOS SANITARIOS CERÁMICOS
FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN
FABRICACIÓN DE ARMAS Y MUNICIONES|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FABRICACIÓN DE ARMAS Y MUNICIONES
FABRICACIÓN DE ARMAS Y MUNICIONES|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FABRICACIÓN DE ARMAS Y MUNICIONES|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FABRICACIÓN DE ARMAS Y MUNICIONES / FABRICACIÓN DE ARMAS Y MUNICIONES
FABRICACIÓN DE ARTÍCULOS CERÁMICOS DE USO DOMÉSTICO Y ORNAMENTAL|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLI / FABRICACIÓN DE OTROS PRODUCTOS CERÁMICOS / FABRICACIÓN DE ARTÍCULOS CERÁMICOS DE USO DOMÉSTICO Y ORNAMENTAL
FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS CON TEXTILES, EXCEPTO PRENDAS DE VESTIR|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL / FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|INDUSTRIA MANUFACTURERA / INDUSTRIA TEXTIL / FABRICACIÓN DE OTROS PRODUCTOS TEXTILES / FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS CON TEXTILES, EXCEPTO PRENDAS DE VESTIR
OTRAS INDUSTRIAS MANUFACTURERAS|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / OTRAS INDUSTRIAS MANUFACTURERAS
FABRICACIÓN DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y SIMILARES|INDUSTRIA MANUFACTURERA / OTRAS INDUSTRIAS MANUFACTURERAS|INDUSTRIA MANUFACTURERA / OTRAS INDUSTRIAS MANUFACTURERAS / FABRICACIÓN DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y SIMILARES
FABRICACIÓN DE ARTÍCULOS DE BISUTERÍA Y ARTÍCULOS SIMILARES|INDUSTRIA MANUFACTURERA / OTRAS INDUSTRIAS MANUFACTURERAS / FABRICACIÓN DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y SIMILARES|INDUSTRIA MANUFACTURERA / OTRAS INDUSTRIAS MANUFACTURERAS / FABRICACIÓN DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y SIMILARES / FABRICACIÓN DE ARTÍCULOS DE BISUTERÍA Y ARTÍCULOS SIMILARES
FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA Y CUBERTERÍA, HERRAMIENTAS Y FERRETERÍA|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA Y CUBERTERÍA, HERRAMIENTAS Y FERRETERÍA
